Run,Efficiency_Gap,Party 0_Wasted,Party 1_Wasted
809,0.015375999999999999,0.305,0.429
810,9.000000000000015e-06,0.37,0.367
811,9.000000000000015e-06,0.367,0.364
812,9.000000000000015e-06,0.37,0.367
813,9.000000000000015e-06,0.362,0.359
814,9.000000000000015e-06,0.376,0.373
815,9.000000000000015e-06,0.376,0.373
816,9.000000000000015e-06,0.37,0.367
817,9.000000000000015e-06,0.369,0.366
818,9.000000000000015e-06,0.363,0.36
819,9.000000000000015e-06,0.36,0.357
820,9.000000000000015e-06,0.369,0.366
821,0.015375999999999999,0.307,0.431
822,9.000000000000015e-06,0.357,0.354
823,9.000000000000015e-06,0.373,0.37
824,9.000000000000015e-06,0.365,0.362
825,9.000000000000015e-06,0.374,0.371
826,9.000000000000015e-06,0.36,0.357
827,9.000000000000015e-06,0.371,0.368
828,0.015375999999999999,0.306,0.43
829,0.015375999999999999,0.297,0.421
830,9.000000000000015e-06,0.368,0.365
831,0.015375999999999999,0.287,0.411
832,9.000000000000015e-06,0.36,0.357
833,9.000000000000015e-06,0.361,0.358
834,9.000000000000015e-06,0.373,0.37
835,0.015375999999999999,0.299,0.423
836,9.000000000000015e-06,0.377,0.374
837,0.015375999999999999,0.3,0.424
838,9.000000000000015e-06,0.366,0.363
839,0.015375999999999999,0.3,0.424
840,9.000000000000015e-06,0.372,0.369
841,0.015375999999999999,0.303,0.427
842,0.015375999999999999,0.303,0.427
843,9.000000000000015e-06,0.355,0.352
844,9.000000000000015e-06,0.368,0.365
845,9.000000000000015e-06,0.355,0.352
846,9.000000000000015e-06,0.374,0.371
847,0.015375999999999999,0.301,0.425
848,0.015375999999999999,0.303,0.427
849,9.000000000000015e-06,0.382,0.379
850,0.015375999999999999,0.304,0.428
851,9.000000000000015e-06,0.372,0.369
852,0.015375999999999999,0.299,0.423
853,0.015375999999999999,0.303,0.427
854,9.000000000000015e-06,0.365,0.362
855,9.000000000000015e-06,0.354,0.351
856,0.015375999999999999,0.301,0.425
857,0.015375999999999999,0.304,0.428
858,0.015375999999999999,0.289,0.413
859,9.000000000000015e-06,0.355,0.352
860,9.000000000000015e-06,0.366,0.363
861,9.000000000000015e-06,0.359,0.356
862,9.000000000000015e-06,0.373,0.37
863,9.000000000000015e-06,0.352,0.349
864,9.000000000000015e-06,0.374,0.371
865,9.000000000000015e-06,0.359,0.356
866,0.015375999999999999,0.304,0.428
867,0.015375999999999999,0.294,0.418
868,0.015375999999999999,0.308,0.432
869,9.000000000000015e-06,0.373,0.37
870,9.000000000000015e-06,0.367,0.364
871,0.015375999999999999,0.296,0.42
872,0.015375999999999999,0.295,0.419
873,9.000000000000015e-06,0.361,0.358
874,9.000000000000015e-06,0.375,0.372
875,0.015375999999999999,0.301,0.425
876,0.015375999999999999,0.298,0.422
877,9.000000000000015e-06,0.369,0.366
878,9.000000000000015e-06,0.362,0.359
879,9.000000000000015e-06,0.354,0.351
880,9.000000000000015e-06,0.379,0.376
881,0.015375999999999999,0.308,0.432
882,0.015375999999999999,0.299,0.423
883,0.015375999999999999,0.295,0.419
884,9.000000000000015e-06,0.378,0.375
885,0.015375999999999999,0.305,0.429
886,9.000000000000015e-06,0.368,0.365
887,9.000000000000015e-06,0.366,0.363
888,9.000000000000015e-06,0.356,0.353
889,9.000000000000015e-06,0.377,0.374
890,9.000000000000015e-06,0.374,0.371
891,9.000000000000015e-06,0.372,0.369
892,9.000000000000015e-06,0.368,0.365
893,9.000000000000015e-06,0.374,0.371
894,9.000000000000015e-06,0.357,0.354
895,9.000000000000015e-06,0.36,0.357
896,0.015375999999999999,0.295,0.419
897,0.015375999999999999,0.303,0.427
898,0.015375999999999999,0.294,0.418
899,9.000000000000015e-06,0.366,0.363
900,0.015375999999999999,0.307,0.431
901,0.015375999999999999,0.301,0.425
902,9.000000000000015e-06,0.376,0.373
903,9.000000000000015e-06,0.377,0.374
904,0.015375999999999999,0.304,0.428
905,9.000000000000015e-06,0.352,0.349
906,0.015375999999999999,0.309,0.433
907,9.000000000000015e-06,0.374,0.371
908,0.015375999999999999,0.306,0.43
909,9.000000000000015e-06,0.367,0.364
910,9.000000000000015e-06,0.359,0.356
911,0.015375999999999999,0.306,0.43
912,9.000000000000015e-06,0.359,0.356
913,0.015375999999999999,0.297,0.421
914,0.015375999999999999,0.296,0.42
915,0.015375999999999999,0.297,0.421
916,9.000000000000015e-06,0.351,0.348
917,9.000000000000015e-06,0.373,0.37
918,0.015375999999999999,0.301,0.425
919,9.000000000000015e-06,0.355,0.352
920,0.015375999999999999,0.297,0.421
921,9.000000000000015e-06,0.372,0.369
922,9.000000000000015e-06,0.36,0.357
923,9.000000000000015e-06,0.365,0.362
924,9.000000000000015e-06,0.357,0.354
925,9.000000000000015e-06,0.373,0.37
926,9.000000000000015e-06,0.36,0.357
927,9.000000000000015e-06,0.36,0.357
928,9.000000000000015e-06,0.366,0.363
929,9.000000000000015e-06,0.367,0.364
930,9.000000000000015e-06,0.373,0.37
931,9.000000000000015e-06,0.358,0.355
932,0.015375999999999999,0.305,0.429
933,9.000000000000015e-06,0.374,0.371
934,9.000000000000015e-06,0.375,0.372
935,9.000000000000015e-06,0.378,0.375
936,0.015375999999999999,0.302,0.426
937,9.000000000000015e-06,0.368,0.365
938,9.000000000000015e-06,0.374,0.371
939,9.000000000000015e-06,0.366,0.363
940,9.000000000000015e-06,0.369,0.366
941,9.000000000000015e-06,0.362,0.359
942,9.000000000000015e-06,0.36,0.357
943,9.000000000000015e-06,0.368,0.365
944,0.015375999999999999,0.301,0.425
945,9.000000000000015e-06,0.37,0.367
946,9.000000000000015e-06,0.373,0.37
947,9.000000000000015e-06,0.365,0.362
948,0.015375999999999999,0.302,0.426
949,0.015375999999999999,0.306,0.43
950,9.000000000000015e-06,0.368,0.365
951,0.015375999999999999,0.303,0.427
952,0.015375999999999999,0.299,0.423
953,9.000000000000015e-06,0.368,0.365
954,9.000000000000015e-06,0.364,0.361
955,9.000000000000015e-06,0.378,0.375
956,9.000000000000015e-06,0.362,0.359
957,9.000000000000015e-06,0.375,0.372
958,0.015375999999999999,0.303,0.427
959,0.015375999999999999,0.302,0.426
960,0.015375999999999999,0.304,0.428
961,0.015375999999999999,0.302,0.426
962,9.000000000000015e-06,0.359,0.356
963,9.000000000000015e-06,0.371,0.368
964,0.015375999999999999,0.301,0.425
965,9.000000000000015e-06,0.357,0.354
966,9.000000000000015e-06,0.362,0.359
967,0.015375999999999999,0.305,0.429
968,9.000000000000015e-06,0.358,0.355
969,0.015375999999999999,0.297,0.421
970,0.015375999999999999,0.295,0.419
971,9.000000000000015e-06,0.369,0.366
972,0.015375999999999999,0.306,0.43
973,0.015375999999999999,0.306,0.43
974,0.015375999999999999,0.305,0.429
975,9.000000000000015e-06,0.371,0.368
976,9.000000000000015e-06,0.375,0.372
977,0.015375999999999999,0.304,0.428
978,9.000000000000015e-06,0.35,0.347
979,0.015375999999999999,0.302,0.426
980,0.015375999999999999,0.295,0.419
981,0.015375999999999999,0.3,0.424
982,0.015375999999999999,0.304,0.428
983,9.000000000000015e-06,0.37,0.367
984,9.000000000000015e-06,0.377,0.374
985,9.000000000000015e-06,0.365,0.362
986,0.015375999999999999,0.303,0.427
987,9.000000000000015e-06,0.354,0.351
988,9.000000000000015e-06,0.366,0.363
989,9.000000000000015e-06,0.36,0.357
990,9.000000000000015e-06,0.375,0.372
991,9.000000000000015e-06,0.374,0.371
992,9.000000000000015e-06,0.372,0.369
993,9.000000000000015e-06,0.358,0.355
994,9.000000000000015e-06,0.377,0.374
995,9.000000000000015e-06,0.363,0.36
996,9.000000000000015e-06,0.361,0.358
997,9.000000000000015e-06,0.367,0.364
998,9.000000000000015e-06,0.364,0.361
999,9.000000000000015e-06,0.377,0.374
1000,9.000000000000015e-06,0.371,0.368
1001,9.000000000000015e-06,0.367,0.364
1002,9.000000000000015e-06,0.363,0.36
1003,9.000000000000015e-06,0.365,0.362
1004,9.000000000000015e-06,0.375,0.372
1005,9.000000000000015e-06,0.361,0.358
1006,9.000000000000015e-06,0.351,0.348
1007,9.000000000000015e-06,0.369,0.366
1008,9.000000000000015e-06,0.366,0.363
1009,9.000000000000015e-06,0.361,0.358
1010,9.000000000000015e-06,0.369,0.366
1011,0.015375999999999999,0.305,0.429
1012,0.015375999999999999,0.301,0.425
1013,0.015375999999999999,0.304,0.428
1014,9.000000000000015e-06,0.361,0.358
1015,9.000000000000015e-06,0.372,0.369
1016,0.015375999999999999,0.299,0.423
1017,0.015375999999999999,0.299,0.423
1018,0.015375999999999999,0.294,0.418
1019,9.000000000000015e-06,0.374,0.371
1020,0.015375999999999999,0.302,0.426
1021,9.000000000000015e-06,0.372,0.369
1022,9.000000000000015e-06,0.37,0.367
1023,9.000000000000015e-06,0.372,0.369
1024,9.000000000000015e-06,0.37,0.367
1025,9.000000000000015e-06,0.377,0.374
1026,9.000000000000015e-06,0.352,0.349
1027,9.000000000000015e-06,0.356,0.353
1028,9.000000000000015e-06,0.36,0.357
1029,0.015375999999999999,0.302,0.426
1030,9.000000000000015e-06,0.361,0.358
1031,9.000000000000015e-06,0.361,0.358
1032,9.000000000000015e-06,0.373,0.37
1033,9.000000000000015e-06,0.381,0.378
1034,0.015375999999999999,0.297,0.421
1035,9.000000000000015e-06,0.357,0.354
1036,9.000000000000015e-06,0.372,0.369
1037,9.000000000000015e-06,0.343,0.34
1038,9.000000000000015e-06,0.383,0.38
1039,0.015375999999999999,0.291,0.415
1040,9.000000000000015e-06,0.366,0.363
1041,9.000000000000015e-06,0.365,0.362
1042,0.015375999999999999,0.305,0.429
1043,9.000000000000015e-06,0.372,0.369
1044,9.000000000000015e-06,0.367,0.364
1045,0.015375999999999999,0.307,0.431
1046,9.000000000000015e-06,0.367,0.364
1047,9.000000000000015e-06,0.376,0.373
1048,9.000000000000015e-06,0.371,0.368
1049,9.000000000000015e-06,0.374,0.371
1050,8.999999999999683e-06,0.346,0.343
1051,0.015375999999999999,0.306,0.43
1052,9.000000000000015e-06,0.357,0.354
1053,9.000000000000015e-06,0.358,0.355
1054,0.015375999999999999,0.304,0.428
1055,0.015375999999999999,0.299,0.423
1056,9.000000000000015e-06,0.374,0.371
1057,0.015375999999999999,0.3,0.424
1058,9.000000000000015e-06,0.367,0.364
1059,9.000000000000015e-06,0.365,0.362
1060,0.015375999999999999,0.302,0.426
1061,9.000000000000015e-06,0.362,0.359
1062,0.015375999999999999,0.305,0.429
1063,0.015375999999999999,0.3,0.424
1064,0.015375999999999999,0.303,0.427
1065,9.000000000000015e-06,0.363,0.36
1066,0.015375999999999999,0.304,0.428
1067,0.015375999999999999,0.295,0.419
1068,0.015375999999999999,0.303,0.427
1069,9.000000000000015e-06,0.352,0.349
1070,9.000000000000015e-06,0.371,0.368
1071,9.000000000000015e-06,0.368,0.365
1072,9.000000000000015e-06,0.376,0.373
1073,9.000000000000015e-06,0.358,0.355
1074,0.015375999999999999,0.295,0.419
1075,0.015375999999999999,0.294,0.418
1076,0.015375999999999999,0.304,0.428
1077,9.000000000000015e-06,0.365,0.362
1078,0.015375999999999999,0.307,0.431
1079,9.000000000000015e-06,0.374,0.371
1080,9.000000000000015e-06,0.371,0.368
1081,9.000000000000015e-06,0.371,0.368
1082,0.015375999999999999,0.296,0.42
1083,0.015375999999999999,0.294,0.418
1084,0.015375999999999999,0.306,0.43
1085,9.000000000000015e-06,0.373,0.37
1086,0.015375999999999999,0.306,0.43
1087,9.000000000000015e-06,0.366,0.363
1088,9.000000000000015e-06,0.36,0.357
1089,0.015375999999999999,0.304,0.428
1090,9.000000000000015e-06,0.356,0.353
1091,9.000000000000015e-06,0.367,0.364
1092,9.000000000000015e-06,0.367,0.364
1093,9.000000000000015e-06,0.37,0.367
1094,0.015375999999999999,0.3,0.424
1095,0.015375999999999999,0.301,0.425
1096,0.015375999999999999,0.302,0.426
1097,9.000000000000015e-06,0.371,0.368
1098,9.000000000000015e-06,0.362,0.359
1099,0.015375999999999999,0.296,0.42
1100,9.000000000000015e-06,0.36,0.357
1101,9.000000000000015e-06,0.375,0.372
1102,9.000000000000015e-06,0.376,0.373
1103,9.000000000000015e-06,0.364,0.361
1104,9.000000000000015e-06,0.363,0.36
1105,9.000000000000015e-06,0.368,0.365
1106,9.000000000000015e-06,0.375,0.372
1107,0.015375999999999999,0.303,0.427
1108,9.000000000000015e-06,0.375,0.372
1109,9.000000000000015e-06,0.371,0.368
1110,9.000000000000015e-06,0.355,0.352
1111,9.000000000000015e-06,0.377,0.374
1112,0.015375999999999999,0.308,0.432
1113,0.015376000000000013,0.282,0.406
1114,0.015375999999999999,0.299,0.423
1115,0.015375999999999999,0.299,0.423
1116,0.015375999999999999,0.296,0.42
1117,9.000000000000015e-06,0.349,0.346
1118,9.000000000000015e-06,0.372,0.369
1119,0.015375999999999999,0.304,0.428
1120,0.015375999999999999,0.3,0.424
1121,9.000000000000015e-06,0.37,0.367
1122,9.000000000000015e-06,0.364,0.361
1123,9.000000000000015e-06,0.377,0.374
1124,9.000000000000015e-06,0.367,0.364
1125,9.000000000000015e-06,0.363,0.36
1126,9.000000000000015e-06,0.37,0.367
1127,0.015375999999999999,0.304,0.428
1128,0.015375999999999999,0.298,0.422
1129,9.000000000000015e-06,0.378,0.375
1130,0.015375999999999999,0.295,0.419
1131,9.000000000000015e-06,0.361,0.358
1132,0.015375999999999999,0.304,0.428
1133,9.000000000000015e-06,0.37,0.367
1134,0.015375999999999999,0.3,0.424
1135,9.000000000000015e-06,0.351,0.348
1136,9.000000000000015e-06,0.371,0.368
1137,0.015375999999999999,0.307,0.431
1138,0.015375999999999999,0.3,0.424
1139,0.015375999999999999,0.308,0.432
1140,9.000000000000015e-06,0.366,0.363
1141,9.000000000000015e-06,0.373,0.37
1142,9.000000000000015e-06,0.364,0.361
1143,0.015375999999999999,0.291,0.415
1144,0.015375999999999999,0.302,0.426
1145,0.015375999999999999,0.303,0.427
1146,9.000000000000015e-06,0.378,0.375
1147,9.000000000000015e-06,0.368,0.365
1148,0.015375999999999999,0.301,0.425
1149,0.015375999999999999,0.3,0.424
1150,0.015375999999999999,0.304,0.428
1151,9.000000000000015e-06,0.365,0.362
1152,9.000000000000015e-06,0.37,0.367
1153,9.000000000000015e-06,0.357,0.354
1154,9.000000000000015e-06,0.356,0.353
1155,9.000000000000015e-06,0.352,0.349
1156,9.000000000000015e-06,0.369,0.366
1157,0.015375999999999999,0.301,0.425
1158,0.015375999999999999,0.301,0.425
1159,9.000000000000015e-06,0.376,0.373
1160,0.015375999999999999,0.309,0.433
1161,9.000000000000015e-06,0.37,0.367
1162,0.015375999999999999,0.295,0.419
1163,9.000000000000015e-06,0.364,0.361
1164,9.000000000000015e-06,0.374,0.371
1165,9.000000000000015e-06,0.355,0.352
1166,9.000000000000015e-06,0.359,0.356
1167,9.000000000000015e-06,0.376,0.373
1168,9.000000000000015e-06,0.369,0.366
1169,9.000000000000015e-06,0.376,0.373
1170,9.000000000000015e-06,0.367,0.364
1171,0.015375999999999999,0.302,0.426
1172,9.000000000000015e-06,0.363,0.36
1173,9.000000000000015e-06,0.368,0.365
1174,0.015375999999999999,0.304,0.428
1175,9.000000000000015e-06,0.367,0.364
1176,0.015375999999999999,0.302,0.426
1177,0.015375999999999999,0.303,0.427
1178,0.015375999999999999,0.303,0.427
1179,0.015375999999999999,0.304,0.428
1180,0.015375999999999999,0.301,0.425
1181,9.000000000000015e-06,0.368,0.365
1182,9.000000000000015e-06,0.366,0.363
1183,9.000000000000015e-06,0.374,0.371
1184,9.000000000000015e-06,0.375,0.372
1185,9.000000000000015e-06,0.372,0.369
1186,9.000000000000015e-06,0.375,0.372
1187,0.015375999999999999,0.3,0.424
1188,9.000000000000015e-06,0.367,0.364
1189,0.015375999999999999,0.296,0.42
1190,9.000000000000015e-06,0.359,0.356
1191,0.015375999999999999,0.299,0.423
1192,9.000000000000015e-06,0.367,0.364
1193,9.000000000000015e-06,0.368,0.365
1194,9.000000000000015e-06,0.374,0.371
1195,9.000000000000015e-06,0.372,0.369
1196,0.015375999999999999,0.304,0.428
1197,0.015375999999999999,0.295,0.419
1198,9.000000000000015e-06,0.372,0.369
1199,9.000000000000015e-06,0.37,0.367
1200,9.000000000000015e-06,0.367,0.364
1201,0.015375999999999999,0.304,0.428
1202,9.000000000000015e-06,0.359,0.356
1203,9.000000000000015e-06,0.369,0.366
1204,0.015375999999999999,0.305,0.429
1205,0.015375999999999999,0.28,0.404
1206,0.015375999999999999,0.3,0.424
1207,9.000000000000015e-06,0.366,0.363
1208,0.015375999999999999,0.3,0.424
1209,9.000000000000015e-06,0.371,0.368
1210,9.000000000000015e-06,0.373,0.37
1211,0.015375999999999999,0.303,0.427
1212,0.015375999999999999,0.285,0.409
1213,9.000000000000015e-06,0.375,0.372
1214,0.015375999999999999,0.3,0.424
1215,9.000000000000015e-06,0.38,0.377
1216,9.000000000000015e-06,0.371,0.368
1217,9.000000000000015e-06,0.369,0.366
1218,9.000000000000015e-06,0.38,0.377
1219,9.000000000000015e-06,0.368,0.365
1220,9.000000000000015e-06,0.369,0.366
1221,0.015375999999999999,0.299,0.423
1222,0.015375999999999999,0.297,0.421
1223,9.000000000000015e-06,0.371,0.368
1224,0.015375999999999999,0.303,0.427
1225,0.015375999999999999,0.298,0.422
1226,9.000000000000015e-06,0.374,0.371
1227,0.015375999999999999,0.302,0.426
1228,0.015375999999999999,0.304,0.428
1229,0.015375999999999999,0.306,0.43
1230,9.000000000000015e-06,0.379,0.376
1231,9.000000000000015e-06,0.371,0.368
1232,0.015375999999999999,0.297,0.421
1233,0.015375999999999999,0.305,0.429
1234,9.000000000000015e-06,0.368,0.365
1235,9.000000000000015e-06,0.364,0.361
1236,9.000000000000015e-06,0.368,0.365
1237,9.000000000000015e-06,0.369,0.366
1238,9.000000000000015e-06,0.368,0.365
1239,0.015375999999999999,0.306,0.43
1240,9.000000000000015e-06,0.38,0.377
1241,0.015375999999999999,0.294,0.418
1242,0.015375999999999999,0.304,0.428
1243,0.015375999999999999,0.296,0.42
1244,9.000000000000015e-06,0.367,0.364
1245,9.000000000000015e-06,0.367,0.364
1246,9.000000000000015e-06,0.354,0.351
1247,9.000000000000015e-06,0.372,0.369
1248,9.000000000000015e-06,0.371,0.368
1249,0.015375999999999999,0.301,0.425
1250,0.015375999999999999,0.298,0.422
1251,9.000000000000015e-06,0.365,0.362
1252,9.000000000000015e-06,0.366,0.363
1253,9.000000000000015e-06,0.361,0.358
1254,9.000000000000015e-06,0.366,0.363
1255,0.015375999999999999,0.302,0.426
1256,9.000000000000015e-06,0.379,0.376
1257,9.000000000000015e-06,0.369,0.366
1258,9.000000000000015e-06,0.37,0.367
1259,9.000000000000015e-06,0.356,0.353
1260,9.000000000000015e-06,0.369,0.366
1261,0.015375999999999999,0.302,0.426
1262,9.000000000000015e-06,0.367,0.364
1263,9.000000000000015e-06,0.368,0.365
1264,9.000000000000015e-06,0.373,0.37
1265,9.000000000000015e-06,0.366,0.363
1266,0.015375999999999999,0.299,0.423
1267,9.000000000000015e-06,0.378,0.375
1268,0.015375999999999999,0.304,0.428
1269,0.015375999999999999,0.299,0.423
1270,0.015375999999999999,0.298,0.422
1271,0.015375999999999999,0.305,0.429
1272,0.015375999999999999,0.301,0.425
1273,9.000000000000015e-06,0.37,0.367
1274,9.000000000000015e-06,0.352,0.349
1275,9.000000000000015e-06,0.361,0.358
1276,0.015375999999999999,0.303,0.427
1277,9.000000000000015e-06,0.371,0.368
1278,9.000000000000015e-06,0.371,0.368
1279,9.000000000000015e-06,0.376,0.373
1280,9.000000000000015e-06,0.374,0.371
1281,9.000000000000015e-06,0.361,0.358
1282,9.000000000000015e-06,0.371,0.368
1283,9.000000000000015e-06,0.374,0.371
1284,9.000000000000015e-06,0.368,0.365
1285,9.000000000000015e-06,0.38,0.377
1286,9.000000000000015e-06,0.374,0.371
1287,0.015375999999999999,0.303,0.427
1288,9.000000000000015e-06,0.361,0.358
1289,0.015375999999999999,0.289,0.413
1290,9.000000000000015e-06,0.37,0.367
1291,9.000000000000015e-06,0.375,0.372
1292,9.000000000000015e-06,0.364,0.361
1293,9.000000000000015e-06,0.365,0.362
1294,9.000000000000015e-06,0.363,0.36
1295,8.999999999999683e-06,0.345,0.342
1296,9.000000000000015e-06,0.359,0.356
1297,0.015375999999999999,0.3,0.424
1298,9.000000000000015e-06,0.369,0.366
1299,9.000000000000015e-06,0.359,0.356
1300,9.000000000000015e-06,0.375,0.372
1301,0.015375999999999999,0.301,0.425
1302,9.000000000000015e-06,0.357,0.354
1303,0.016900000000000002,0.419,0.289
1304,9.000000000000015e-06,0.359,0.356
1305,0.015375999999999999,0.303,0.427
1306,9.000000000000015e-06,0.371,0.368
1307,9.000000000000015e-06,0.372,0.369
1308,9.000000000000015e-06,0.367,0.364
1309,0.015375999999999999,0.3,0.424
1310,9.000000000000015e-06,0.374,0.371
1311,9.000000000000015e-06,0.368,0.365
1312,9.000000000000015e-06,0.357,0.354
1313,9.000000000000015e-06,0.356,0.353
1314,9.000000000000015e-06,0.373,0.37
1315,9.000000000000015e-06,0.375,0.372
1316,9.000000000000015e-06,0.364,0.361
1317,9.000000000000015e-06,0.373,0.37
1318,9.000000000000015e-06,0.367,0.364
1319,9.000000000000015e-06,0.375,0.372
1320,9.000000000000015e-06,0.366,0.363
1321,0.015375999999999999,0.299,0.423
1322,0.015375999999999999,0.305,0.429
1323,9.000000000000015e-06,0.368,0.365
1324,0.015375999999999999,0.294,0.418
1325,9.000000000000015e-06,0.366,0.363
1326,9.000000000000015e-06,0.368,0.365
1327,9.000000000000015e-06,0.356,0.353
1328,0.015375999999999999,0.308,0.432
1329,9.000000000000015e-06,0.369,0.366
1330,9.000000000000015e-06,0.368,0.365
1331,9.000000000000015e-06,0.358,0.355
1332,0.016900000000000002,0.415,0.285
1333,9.000000000000015e-06,0.371,0.368
1334,9.000000000000015e-06,0.348,0.345
1335,9.000000000000015e-06,0.378,0.375
1336,0.015375999999999999,0.299,0.423
1337,9.000000000000015e-06,0.365,0.362
1338,0.015375999999999999,0.298,0.422
1339,9.000000000000015e-06,0.368,0.365
1340,9.000000000000015e-06,0.348,0.345
1341,9.000000000000015e-06,0.364,0.361
1342,0.015375999999999999,0.308,0.432
1343,0.015375999999999999,0.306,0.43
1344,9.000000000000015e-06,0.364,0.361
1345,0.015375999999999999,0.299,0.423
1346,0.015375999999999999,0.304,0.428
1347,9.000000000000015e-06,0.37,0.367
1348,9.000000000000015e-06,0.376,0.373
1349,0.015375999999999999,0.298,0.422
1350,9.000000000000015e-06,0.37,0.367
1351,9.000000000000015e-06,0.348,0.345
1352,0.015375999999999999,0.304,0.428
1353,9.000000000000015e-06,0.364,0.361
1354,9.000000000000015e-06,0.367,0.364
1355,0.015375999999999999,0.305,0.429
1356,9.000000000000015e-06,0.362,0.359
1357,9.000000000000015e-06,0.363,0.36
1358,9.000000000000015e-06,0.368,0.365
1359,9.000000000000015e-06,0.377,0.374
1360,0.015375999999999999,0.305,0.429
1361,9.000000000000015e-06,0.378,0.375
1362,0.015375999999999999,0.301,0.425
1363,0.015375999999999999,0.307,0.431
1364,9.000000000000015e-06,0.363,0.36
1365,0.015375999999999999,0.299,0.423
1366,9.000000000000015e-06,0.371,0.368
1367,0.015375999999999999,0.299,0.423
1368,9.000000000000015e-06,0.373,0.37
1369,9.000000000000015e-06,0.367,0.364
1370,0.015375999999999999,0.303,0.427
1371,0.015375999999999999,0.295,0.419
1372,9.000000000000015e-06,0.366,0.363
1373,9.000000000000015e-06,0.37,0.367
1374,0.015375999999999999,0.297,0.421
1375,0.015375999999999999,0.304,0.428
1376,0.015375999999999999,0.302,0.426
1377,9.000000000000015e-06,0.368,0.365
1378,0.015375999999999999,0.307,0.431
1379,9.000000000000015e-06,0.363,0.36
1380,9.000000000000015e-06,0.376,0.373
1381,0.015375999999999999,0.298,0.422
1382,9.000000000000015e-06,0.374,0.371
1383,0.015375999999999999,0.304,0.428
1384,0.015375999999999999,0.301,0.425
1385,9.000000000000015e-06,0.371,0.368
1386,0.015375999999999999,0.284,0.408
1387,9.000000000000015e-06,0.373,0.37
1388,9.000000000000015e-06,0.354,0.351
1389,0.015375999999999999,0.284,0.408
1390,9.000000000000015e-06,0.365,0.362
1391,9.000000000000015e-06,0.37,0.367
1392,0.015375999999999999,0.304,0.428
1393,9.000000000000015e-06,0.375,0.372
1394,9.000000000000015e-06,0.373,0.37
1395,9.000000000000015e-06,0.383,0.38
1396,0.015375999999999999,0.305,0.429
1397,0.015375999999999999,0.294,0.418
1398,9.000000000000015e-06,0.373,0.37
1399,0.015375999999999999,0.298,0.422
1400,0.015375999999999999,0.308,0.432
1401,0.015375999999999999,0.303,0.427
1402,9.000000000000015e-06,0.361,0.358
1403,9.000000000000015e-06,0.371,0.368
1404,0.015375999999999999,0.296,0.42
1405,9.000000000000015e-06,0.361,0.358
1406,9.000000000000015e-06,0.363,0.36
1407,9.000000000000015e-06,0.364,0.361
1408,9.000000000000015e-06,0.353,0.35
1409,9.000000000000015e-06,0.367,0.364
1410,9.000000000000015e-06,0.372,0.369
1411,0.016900000000000002,0.416,0.286
1412,9.000000000000015e-06,0.363,0.36
1413,0.015375999999999999,0.302,0.426
1414,9.000000000000015e-06,0.372,0.369
1415,9.000000000000015e-06,0.363,0.36
1416,9.000000000000015e-06,0.356,0.353
1417,9.000000000000015e-06,0.374,0.371
1418,9.000000000000015e-06,0.367,0.364
1419,9.000000000000015e-06,0.364,0.361
1420,0.015375999999999999,0.301,0.425
1421,9.000000000000015e-06,0.377,0.374
1422,9.000000000000015e-06,0.366,0.363
1423,9.000000000000015e-06,0.371,0.368
1424,9.000000000000015e-06,0.375,0.372
1425,9.000000000000015e-06,0.36,0.357
1426,9.000000000000015e-06,0.369,0.366
1427,0.016900000000000002,0.42,0.29
1428,0.015375999999999999,0.308,0.432
1429,9.000000000000015e-06,0.368,0.365
1430,9.000000000000015e-06,0.371,0.368
1431,0.015375999999999999,0.304,0.428
1432,9.000000000000015e-06,0.359,0.356
1433,0.015375999999999999,0.306,0.43
1434,9.000000000000015e-06,0.366,0.363
1435,9.000000000000015e-06,0.36,0.357
1436,9.000000000000015e-06,0.364,0.361
1437,9.000000000000015e-06,0.363,0.36
1438,9.000000000000015e-06,0.369,0.366
1439,9.000000000000015e-06,0.367,0.364
1440,0.015375999999999999,0.302,0.426
1441,0.015375999999999999,0.3,0.424
1442,9.000000000000015e-06,0.364,0.361
1443,9.000000000000015e-06,0.362,0.359
1444,0.015375999999999999,0.301,0.425
1445,0.015375999999999999,0.302,0.426
1446,9.000000000000015e-06,0.374,0.371
1447,9.000000000000015e-06,0.379,0.376
1448,9.000000000000015e-06,0.375,0.372
1449,0.015375999999999999,0.295,0.419
1450,0.015375999999999999,0.303,0.427
1451,9.000000000000015e-06,0.372,0.369
1452,9.000000000000015e-06,0.369,0.366
1453,9.000000000000015e-06,0.363,0.36
1454,9.000000000000015e-06,0.363,0.36
1455,0.015375999999999999,0.301,0.425
1456,0.015375999999999999,0.288,0.412
1457,9.000000000000015e-06,0.362,0.359
1458,9.000000000000015e-06,0.37,0.367
1459,0.015375999999999999,0.305,0.429
1460,0.015375999999999999,0.298,0.422
1461,9.000000000000015e-06,0.367,0.364
1462,9.000000000000015e-06,0.364,0.361
1463,0.015375999999999999,0.29,0.414
1464,9.000000000000015e-06,0.364,0.361
1465,9.000000000000015e-06,0.37,0.367
1466,0.015375999999999999,0.297,0.421
1467,0.015375999999999999,0.299,0.423
1468,9.000000000000015e-06,0.356,0.353
1469,0.015375999999999999,0.298,0.422
1470,9.000000000000015e-06,0.377,0.374
1471,9.000000000000015e-06,0.353,0.35
1472,9.000000000000015e-06,0.377,0.374
1473,0.015375999999999999,0.304,0.428
