Run,Efficiency_Gap,Party 0_Wasted,Party 1_Wasted
1474,9.000000000000015e-06,0.36,0.357
1475,9.000000000000015e-06,0.365,0.362
1476,9.000000000000015e-06,0.373,0.37
1477,0.015375999999999999,0.3,0.424
1478,0.015375999999999999,0.297,0.421
1479,0.015375999999999999,0.299,0.423
1480,0.015375999999999999,0.304,0.428
1481,0.015375999999999999,0.305,0.429
1482,0.015375999999999999,0.304,0.428
1483,9.000000000000015e-06,0.372,0.369
1484,9.000000000000015e-06,0.378,0.375
1485,9.000000000000015e-06,0.378,0.375
1486,9.000000000000015e-06,0.373,0.37
1487,0.015375999999999999,0.303,0.427
1488,0.015375999999999999,0.302,0.426
1489,0.015375999999999999,0.287,0.411
1490,9.000000000000015e-06,0.365,0.362
1491,0.015375999999999999,0.302,0.426
1492,9.000000000000015e-06,0.365,0.362
1493,9.000000000000015e-06,0.367,0.364
1494,0.015375999999999999,0.301,0.425
1495,0.015375999999999999,0.3,0.424
1496,0.015375999999999999,0.306,0.43
1497,0.015375999999999999,0.306,0.43
1498,9.000000000000015e-06,0.362,0.359
1499,9.000000000000015e-06,0.363,0.36
1500,9.000000000000015e-06,0.364,0.361
